word,emotion,color,orientation,sentiment,subjectivity,source
get_along,anticipation,,,,,extended_emolex
get_around,anger,,,,,extended_emolex
get_at,anger,,,,,extended_emolex
get_away,anticipation,,,,,extended_emolex
get_by,anticipation,,,,,extended_emolex
get_down,anger,,,,,extended_emolex
get_going,anticipation,,,,,extended_emolex
get_hitched_with,anticipation,,,,,extended_emolex
get_hold,joy,,,,,extended_emolex
get_hold_of,fear,,,,,extended_emolex
get_in,anticipation,,,,,extended_emolex
get_into,sadness,,,,,extended_emolex
get_it_on,anger,,,,,extended_emolex
get_laid,anger,,,,,extended_emolex
get_married,anticipation,,,,,extended_emolex
get_off,anger,,,,,extended_emolex
get_on,anticipation,,,,,extended_emolex
get_out,anger,,,,,extended_emolex
get_over,anger,,,,,extended_emolex
get_rid_of,anger,,,,,extended_emolex
get_stuck,disgust,,,,,extended_emolex
get_the_better_of,sadness,,,,,extended_emolex
get_the_picture,anticipation,,,,,extended_emolex
get_through,anticipation,,,,,extended_emolex
get_to,anger,,,,,extended_emolex
get_together,trust,,,,,extended_emolex
get_up,anger,,,,,extended_emolex
get_wind,fear,,,,,extended_emolex
get_word,fear,,,,,extended_emolex
get_worse,fear,,,,,extended_emolex
getable,joy,,,,,extended_emolex
gettable,joy,,,,,extended_emolex
getting,anticipation,,,,,extended_emolex
ghastly,disgust,grey,,negative,strong,emolex
ghent,anger,,,,,extended_emolex
ghetto,disgust,,,negative,weak,emolex
ghost,fear,white,,,,emolex
ghosting,,,,negative,,opinion
ghostlike,fear,,,,,extended_emolex
ghostly,fear,white,,negative,,emolex
ghostwrite,fear,,,,,extended_emolex
ghostwriter,fear,,,,,extended_emolex
ghoulish,sadness,,,,,extended_emolex
giant,fear,,,,weak,emolex
giant_star,fear,,,,,extended_emolex
giants,,,,,weak,mpqa
gibber,anger,,,negative,strong,extended_emolex
gibberish,anger,,,negative,strong,emolex
gibbosity,fear,,,,,extended_emolex
gibbousness,fear,,,,,extended_emolex
gibe,anger,,,negative,strong,extended_emolex
gibelike,anger,,,,,extended_emolex
giddiness,fear,,,,,extended_emolex
giddy,joy,,,negative,strong,extended_emolex
gift,anticipation,red,,positive,,emolex
gifted,,,,positive,strong,emolex
gig,anger,grey,,,,extended_emolex
gigantic,,,,positive,weak,emolex
giggle,joy,,,positive,,emolex
gilded,anticipation,,,,,extended_emolex
gill,,blue,,,,colour
gilt,,yellow,,,,colour
gimcrack,disgust,,,,,extended_emolex
gimmick,surprise,,,negative,,extended_emolex
gimmicked,,,,negative,,opinion
gimmicking,,,,negative,,opinion
gimmicks,,,,negative,,opinion
gimmicky,,,,negative,,opinion
gimpy,fear,,,,,extended_emolex
gin,fear,,,,,extended_emolex
gin_mill,anger,,,,,extended_emolex
ginmill,anger,,,,,extended_emolex
ginzo,anger,,,,,extended_emolex
gip,anger,,,,,extended_emolex
gird,anger,,,,,extended_emolex
girder,trust,grey,,positive,,emolex
girdle,,white,,,,colour
girl,joy,pink,,,,extended_emolex
gist,joy,green,,,,extended_emolex
git,disgust,,,,,extended_emolex
give,anger,,active,positive,,extended_emolex
give-and-take,anger,,,,,extended_emolex
give-up_the_ghost,anger,,,,,extended_emolex
give_away,anger,,,,,extended_emolex
give_back,anger,,,,,extended_emolex
give_birth,anger,,,,,extended_emolex
give_chase,anticipation,,,,,extended_emolex
give_ear,anger,,,,,extended_emolex
give_in,anticipation,,,,,extended_emolex
give_notice,anger,,,,,extended_emolex
give_out,anger,,,,,extended_emolex
give_suck,trust,,,,,extended_emolex
give_the_axe,anger,,,,,extended_emolex
give_the_sack,anger,,,,,extended_emolex
give_up,anger,,,,,extended_emolex
give_vent,anger,,,,,extended_emolex
give_voice,anger,,,,,extended_emolex
give_way,anger,,,,,extended_emolex
given,anticipation,,,,,extended_emolex
giving,anticipation,white,,positive,,emolex
giving_birth,anticipation,,,,,extended_emolex
giving_up,fear,,,,,extended_emolex
glacial,,white,,negative,,emolex
glacier,,white,,,,colour
glad,anticipation,pink,passive,positive,strong,emolex
gladden,joy,,,positive,strong,extended_emolex
glade,,green,,,,colour
gladfulness,joy,,,,,extended_emolex
gladiator,fear,,,,,emolex
gladiola,anticipation,,,,,extended_emolex
gladiolus,anticipation,,,,,extended_emolex
gladly,anticipation,,,positive,strong,extended_emolex
gladness,joy,,,positive,strong,emolex
gladsomeness,joy,,,,,extended_emolex
glamorous,,,,positive,strong,opinion
glamour,anger,,,positive,,extended_emolex
glance,,,passive,,,inquirer
glare,anger,white,,negative,strong,emolex
glaring,anger,,,negative,strong,emolex
glaringly,,,,negative,strong,opinion
glary,anger,,,,,extended_emolex
glass,disgust,white,,,,extended_emolex
glasshouse,joy,,,,,extended_emolex
glassware,,white,,,,colour
glaze,,white,,,,colour
gleam,anticipation,yellow,,positive,,extended_emolex
gleaming,anticipation,,,,,extended_emolex
glean,anticipation,yellow,active,positive,strong,extended_emolex
glee,joy,,,positive,strong,emolex
gleeful,joy,,,positive,strong,extended_emolex
gleefully,,,,positive,strong,opinion
gleefulness,joy,,,,,extended_emolex
glen,,green,,,,colour
glib,,,,negative,strong,emolex
glibly,,,,negative,strong,opinion
glide,anticipation,,,positive,,emolex
gliding,anticipation,,,,,extended_emolex
glimmer,anticipation,white,passive,positive,strong,emolex
glimmering,anticipation,,,positive,strong,extended_emolex
glimpse,,white,passive,,,inquirer
glint,anticipation,white,,,,extended_emolex
glisten,anticipation,,,positive,strong,extended_emolex
glistening,anticipation,,,positive,strong,extended_emolex
glister,anticipation,,,,,extended_emolex
glitch,disgust,,,negative,weak,extended_emolex
glitches,,,,negative,,opinion
glitter,disgust,white,,positive,strong,emolex
glittering,,,,positive,,emolex
glitz,anger,,,positive,,extended_emolex
gloam,sadness,,,,,extended_emolex
gloaming,sadness,,,,,extended_emolex
gloat,anticipation,,active,,strong,extended_emolex
gloating,joy,,,,,extended_emolex
gloatingly,,,,negative,strong,opinion
globe,,blue,,,,colour
glom,fear,,,,,extended_emolex
gloom,sadness,black,passive,negative,strong,emolex
gloomful,sadness,,,,,extended_emolex
gloominess,sadness,,,,,extended_emolex
glooming,sadness,,,,,extended_emolex
gloomy,sadness,black,passive,negative,strong,emolex
glop,disgust,,,,,extended_emolex
glorification,joy,purple,,positive,,emolex
glorify,anticipation,,active,positive,strong,emolex
gloriole,anticipation,,,,,extended_emolex
glorious,anticipation,,,positive,strong,extended_emolex
gloriously,,,,positive,strong,opinion
glory,anticipation,,,positive,strong,emolex
gloss,,,,positive,strong,emolex
glossary,,white,,,,colour
glossy,anticipation,,,positive,strong,extended_emolex
glow,anticipation,yellow,,positive,strong,emolex
glower,anger,,,negative,strong,extended_emolex
glowering,anger,,,,,extended_emolex
glowing,anticipation,yellow,,positive,strong,emolex
glowingly,,,,positive,strong,opinion
glue,,white,,,,colour
gluey,disgust,,,,,extended_emolex
glum,sadness,,,negative,strong,emolex
glumness,sadness,,,,,extended_emolex
glut,disgust,,,negative,weak,emolex
glutinous,disgust,,,,,extended_emolex
gluttony,disgust,,,negative,,emolex
glycerin,,white,,,,colour
gnarl,anger,,,,,extended_emolex
gnat,,black,,,,colour
gnawing,,,,negative,weak,opinion
gnome,anger,,,negative,,emolex
go,anger,,active,,,extended_emolex
go-ahead,,,,positive,weak,mpqa
go-between,anticipation,,,,,extended_emolex
go_about,anticipation,,,,,extended_emolex
go_after,anticipation,,,,,extended_emolex
go_against,anger,,,,,extended_emolex
go_along,anticipation,,,,,extended_emolex
go_away,anticipation,,,,,extended_emolex
go_bad,anger,,,,,extended_emolex
go_down,disgust,,,,,extended_emolex
go_far,anticipation,,,,,extended_emolex
go_for,anticipation,,,,,extended_emolex
go_forth,sadness,,,,,extended_emolex
go_forward,anticipation,,,,,extended_emolex
go_off,fear,,,,,extended_emolex
go_on,anticipation,,,,,extended_emolex
go_out,sadness,,,,,extended_emolex
go_past,anticipation,,,,,extended_emolex
go_through,trust,,,,,extended_emolex
go_under,disgust,,,,,extended_emolex
go_up,anger,,,,,extended_emolex
go_wrong,anger,,,,,extended_emolex
goad,anger,,,negative,strong,extended_emolex
goading,fear,,,negative,strong,extended_emolex
goal,anticipation,,,,,extended_emolex
gob,disgust,,,,,emolex
goblet,,yellow,,,,colour
goblin,disgust,green,,negative,,emolex
gobs,disgust,,,,,extended_emolex
god,anticipation,white,,positive,,emolex
god-awful,anger,,,negative,strong,extended_emolex
god-fearing,anticipation,,,,,extended_emolex
god-given,,,,positive,strong,opinion
god-send,,,,positive,,opinion
god_almighty,disgust,,,,,extended_emolex
goddam,anger,,,negative,strong,extended_emolex
goddamn,anger,,,negative,strong,extended_emolex
goddamned,anger,,,,,extended_emolex
godforsaken,disgust,,,,,extended_emolex
godhead,disgust,,,,,extended_emolex
godless,anger,,,negative,,emolex
godlike,,,,positive,strong,opinion
godliness,,,,positive,,inquirer
godly,joy,,,positive,,emolex
godsend,joy,white,,positive,,emolex
goggle,surprise,,,,,extended_emolex
goggles,,black,,,,colour
going,anger,,,,,extended_emolex
going_away,sadness,,,,,extended_emolex
gold,,,,positive,weak,emolex
gold_rush,joy,,,,,extended_emolex
goldbrick,anger,,,,,extended_emolex
golden,anticipation,yellow,,positive,weak,extended_emolex
golf,,green,,,,colour
goliath,fear,,,,,extended_emolex
gondola,,pink,,,,colour
gone,sadness,,active,,,extended_emolex
goner,joy,,,,,extended_emolex
gong,,brown,,,,colour
gonorrhea,anger,,,negative,,emolex
gonorrhoea,anger,,,,,extended_emolex
gonzo,disgust,,,,,extended_emolex
goo,disgust,green,,negative,,emolex
good,anticipation,,,positive,weak,emolex
good-by,anticipation,,,,,extended_emolex
good-bye,anticipation,,,,,extended_emolex
good-hearted,anticipation,,,,,extended_emolex
good_book,anger,,,,,extended_emolex
good_continuation,anticipation,,,,,extended_emolex
good_day,anticipation,,,,,extended_emolex
good_deal,anticipation,,,,,extended_emolex
good_fortune,surprise,,,,,extended_emolex
good_luck,surprise,,,,,extended_emolex
good_time,anger,,,,,extended_emolex
goodby,anticipation,,,,,extended_emolex
goodbye,anticipation,black,,positive,,extended_emolex
goodish,trust,,,,,extended_emolex
goodly,trust,,,positive,weak,emolex
goodness,anticipation,,,positive,strong,emolex
goods,,,,positive,,emolex
goodwill,,blue,,positive,strong,emolex
goody,anger,pink,,,,extended_emolex
goof,anger,,,negative,strong,extended_emolex
goofball,anticipation,,,,,extended_emolex
goofy,joy,,,negative,,extended_emolex
gook,disgust,,,,,extended_emolex
goon,anger,,,negative,,extended_emolex
goood,,,,positive,,opinion
gooood,,,,positive,,opinion
goop,disgust,,,,,extended_emolex
goose,surprise,white,,,,extended_emolex
gopher,,brown,,,,colour
gore,anger,red,,negative,,emolex
gorge,disgust,,,negative,,emolex
gorgeous,joy,red,,positive,strong,emolex
gorgeously,,,,positive,strong,opinion
gorilla,,black,,negative,,emolex
gormandise,disgust,,,,,extended_emolex
gormandize,disgust,,,,,extended_emolex
gory,anger,red,,negative,,emolex
gospel,trust,,,positive,,emolex
gospel_according_to_john,disgust,,,,,extended_emolex
gospel_singing,trust,,,,,extended_emolex
gospel_truth,trust,,,,,extended_emolex
gospels,trust,,,,,extended_emolex
gossamer,fear,,,,,extended_emolex
gossip,fear,,,negative,strong,emolex
goth,fear,,,,,extended_emolex
gouge,anger,black,,negative,,emolex
gourmandize,disgust,,,,,extended_emolex
gout,,,,negative,,emolex
govern,trust,,,positive,,emolex
governance,anticipation,,,,,extended_emolex
governess,trust,white,,,,emolex
governing,fear,,,,,extended_emolex
governing_body,anticipation,,,,,extended_emolex
government,fear,,,negative,,emolex
government_activity,fear,,,,,extended_emolex
government_agency,trust,,,,,extended_emolex
governor,trust,,,,,emolex
gown,,white,,,,colour
grab,anger,,active,negative,,emolex
grabby,anticipation,,,,,extended_emolex
grace,anticipation,purple,,positive,strong,emolex
graceful,joy,,,positive,strong,emolex
gracefully,,,,positive,strong,opinion
graceless,,,,negative,strong,opinion
gracelessly,,,,negative,strong,opinion
gracelessness,disgust,,,,,extended_emolex
gracious,,white,,positive,strong,emolex
graciously,,,,positive,strong,emolex
graciousness,,,,positive,strong,opinion
gradation,anticipation,,,,,extended_emolex
grade,anger,,,,,extended_emolex
grader,,yellow,,,,colour
gradual,anticipation,,,,,emolex
gradually,,green,,,,colour
graduation,anticipation,,,positive,,emolex
graduation_exercise,anticipation,,,,,extended_emolex
graft,disgust,,,negative,weak,extended_emolex
grail,,,,positive,weak,mpqa
grainy,,,,negative,,opinion
grammar,trust,,,,,emolex
grammatical_case,fear,,,,,extended_emolex
gramps,trust,,,,,extended_emolex
grand,anticipation,,,positive,weak,extended_emolex
grand_turk,fear,,,,,extended_emolex
grandad,trust,,,,,extended_emolex
grandchild,anticipation,,,,,extended_emolex
grandchildren,anticipation,,,positive,,emolex
granddad,trust,,,,,extended_emolex
granddaddy,trust,,,,,extended_emolex
grandeur,anticipation,,,positive,strong,emolex
grandfather,trust,,,,,emolex
grandiloquent,disgust,,,,,extended_emolex
grandiose,,,,negative,strong,mpqa
grandmother,,grey,,positive,,emolex
grandness,anticipation,,,,,extended_emolex
grandpa,trust,,,,,extended_emolex
granite,,grey,,,,colour
grant,anticipation,green,,positive,,emolex
granted,,white,,positive,,emolex
grantee,,green,,,,colour
granule,,white,,,,colour
grapes,,purple,,,,colour
graph,trust,,,,,extended_emolex
graphic,joy,,,,,extended_emolex
graphics,anticipation,black,,,,extended_emolex
grapple,anticipation,,active,negative,weak,extended_emolex
grasp,anticipation,,active,,,extended_emolex
grasping,anticipation,,,negative,,emolex
grass,anger,green,,,,extended_emolex
grasshopper,,green,,,,colour
grassy,,green,,,,colour
grate,anger,,,negative,strong,emolex
grated,anger,,,negative,,emolex
grateful,joy,,,positive,strong,emolex
gratefully,,,,positive,strong,opinion
gratification,,,,positive,strong,opinion
gratified,,,,positive,,opinion
gratifies,,,,positive,,opinion
gratify,joy,green,active,positive,strong,emolex
gratifying,anticipation,,,positive,strong,extended_emolex
gratifyingly,,,,positive,strong,opinion
grating,anger,grey,,negative,strong,emolex
gratis,disgust,,,,,extended_emolex
gratitude,joy,,,positive,strong,emolex
gratuitous,disgust,,,negative,strong,emolex
gratuitously,,,,negative,strong,mpqa
gratulatory,joy,,,,,extended_emolex
grave,fear,black,,negative,strong,emolex
grave_accent,fear,,,,,extended_emolex
grave_mound,disgust,,,,,extended_emolex
gravel,anger,grey,,,,extended_emolex
gravelly,anger,,,,,extended_emolex
gravely,sadness,,,negative,strong,extended_emolex
graven_image,anticipation,,,,,extended_emolex
graveness,trust,,,,,extended_emolex
graveyard,fear,,,,,extended_emolex
gravid,anticipation,,,,,extended_emolex
gravitas,trust,,,,,extended_emolex
gravitate,anticipation,,,,,emolex
gravitation,,grey,,,,colour
gravity,trust,,,,,extended_emolex
gravy,joy,brown,,,,extended_emolex
gray,disgust,grey,,,,emolex
gray-haired,disgust,,,,,extended_emolex
gray-headed,disgust,,,,,extended_emolex
grayish,disgust,,,,,extended_emolex
grayness,disgust,,,,,extended_emolex
graze,,green,,,,colour
grease,disgust,grey,,,,extended_emolex
grease-gun,anger,,,,,extended_emolex
grease_one's_palms,anger,,,,,extended_emolex
greaseball,anger,,,,,extended_emolex
greasy,disgust,,,negative,,emolex
great,anger,,,positive,strong,extended_emolex
great_deal,anticipation,,,,,extended_emolex
great_depression,sadness,,,,,extended_emolex
greater,,,,positive,,emolex
greatest,anger,,,positive,strong,extended_emolex
greatly,,,,,strong,mpqa
greatness,joy,,,positive,strong,emolex
greed,anger,green,,negative,strong,emolex
greedy,disgust,green,,negative,strong,emolex
greek_fret,fear,,,,,extended_emolex
greek_key,fear,,,,,extended_emolex
greek_valerian,joy,,,,,extended_emolex
green,joy,green,,positive,,emolex
green-eyed,anger,,,,,extended_emolex
green-eyed_monster,anger,,,,,extended_emolex
green_goddess,sadness,,,,,extended_emolex
green_river,joy,,,,,extended_emolex
greenhouse,joy,green,,,,extended_emolex
greenish,joy,green,,,,extended_emolex
greenness,joy,,,,,extended_emolex
greens,joy,,,,,extended_emolex
greenwood,,green,,,,colour
greet,surprise,,,positive,strong,extended_emolex
greeting,surprise,,,positive,,emolex
gregarious,,,,positive,,emolex
gremlin,anger,,,,,extended_emolex
grenade,fear,green,,negative,,emolex
grey,disgust,grey,,,,extended_emolex
grey-haired,disgust,,,,,extended_emolex
grey-headed,disgust,,,,,extended_emolex
greyback,anger,,,,,extended_emolex
greyhound,,grey,,,,colour
greyish,disgust,,,,,extended_emolex
greyness,disgust,,,,,extended_emolex
gridiron,,black,,,,colour
grief,sadness,black,passive,negative,strong,emolex
grief-stricken,sadness,,,,,extended_emolex
grievance,anger,,,negative,strong,emolex
grievances,,,,negative,strong,opinion
grieve,fear,black,active,negative,strong,emolex
grieving,sadness,,,negative,strong,extended_emolex
grievous,anger,black,,negative,strong,emolex
grievously,,,,negative,strong,opinion
grill,,,,negative,weak,mpqa
grille,,grey,,,,colour
grilling,anger,,,,,extended_emolex
grim,anger,black,,negative,strong,emolex
grimace,,,,negative,strong,opinion
grime,disgust,,,negative,,emolex
grimness,disgust,,,,,extended_emolex
grimy,disgust,black,,negative,,emolex
grin,anticipation,,,positive,strong,emolex
grind,anger,grey,active,negative,strong,extended_emolex
grind_to_a_halt,disgust,,,,,extended_emolex
grinder,anger,,,,,extended_emolex
grinding,,,,negative,,emolex
grinning,anticipation,,,,,extended_emolex
grip,,,active,,,inquirer
gripe,anger,,,negative,strong,extended_emolex
gripes,,,,negative,,opinion
grippe,fear,,,,,extended_emolex
grisly,disgust,,,negative,strong,emolex
grist,,,,positive,,emolex
grit,trust,,,positive,strong,emolex
gritrock,trust,,,,,extended_emolex
gritstone,trust,,,,,extended_emolex
gritty,,,,negative,weak,opinion
grizzle,disgust,,,,,extended_emolex
grizzly,fear,brown,,negative,,emolex
grizzly_bear,fear,,,,,extended_emolex
groan,disgust,brown,,negative,,emolex
grocery,,green,,,,colour
grok,anticipation,,,,,extended_emolex
groom,anticipation,,active,positive,,extended_emolex
grooming,anticipation,,,,,extended_emolex
groove,sadness,brown,,positive,weak,extended_emolex
groovy,anger,,,,,extended_emolex
grope,anger,,,negative,,emolex
gross,disgust,green,,negative,weak,emolex
gross_out,anger,,,,,extended_emolex
gross_profit,sadness,,,,,extended_emolex
gross_profit_margin,sadness,,,,,extended_emolex
grossly,,,,negative,strong,opinion
grossness,anger,,,,,extended_emolex
grotesque,disgust,,,negative,strong,emolex
grouch,anger,,,negative,strong,extended_emolex
grouchy,anger,,,negative,strong,extended_emolex
ground,trust,brown,active,,,emolex
groundbreaking,,,,positive,strong,opinion
grounded,fear,,,negative,,emolex
groundless,surprise,,,negative,strong,emolex
groundwork,trust,brown,,positive,,emolex
group,,,active,,,inquirer
grouse,anger,,,negative,strong,extended_emolex
grove,,green,,,,colour
grovel,anticipation,,,,,extended_emolex
grow,anticipation,green,passive,positive,,emolex
grower,,,active,,,inquirer
growing,,,,,weak,mpqa
growl,anger,,active,negative,strong,emolex
growling,anger,,,negative,,emolex
grown,,,passive,,,inquirer
growth,,,passive,positive,,emolex
grub,disgust,yellow,,,,extended_emolex
grubby,disgust,,,,,extended_emolex
grudge,anger,brown,,negative,strong,emolex
grudges,,,,negative,strong,opinion
grudging,,,,negative,strong,opinion
grudgingly,,,,negative,strong,emolex
grueling,anger,,,,,extended_emolex
gruelling,anger,,,,,extended_emolex
gruesome,disgust,,,negative,strong,emolex
gruesomely,,,,negative,strong,opinion
gruff,anger,,,negative,strong,emolex
grumble,anger,,,negative,strong,emolex
grumbling,anger,,,,,extended_emolex
grumpier,,,,negative,,opinion
grumpiest,,,,negative,,opinion
grumpily,,,,negative,,opinion
grumpish,,,,negative,,opinion
grumpy,anger,,,negative,,emolex
grunge,disgust,,,,,extended_emolex
grungy,disgust,,,,,extended_emolex
grunt,,brown,,,,colour
grunter,disgust,,,,,extended_emolex
guarantee,trust,,,positive,weak,emolex
guarantor,trust,,,,,extended_emolex
guaranty,trust,grey,,,,extended_emolex
guard,fear,,active,positive,,emolex
guard_dog,trust,,,,,extended_emolex
guard_duty,fear,,,,,extended_emolex
guarded,trust,,,,,emolex
guardedly,fear,,,,,extended_emolex
guardian,trust,,,positive,weak,emolex
guardianship,trust,yellow,,positive,,emolex
gubernatorial,trust,,,positive,,emolex
guck,disgust,,,,,extended_emolex
guerilla,fear,brown,,negative,,emolex
guerrilla,fear,,active,,,extended_emolex
guess,surprise,,active,,,emolex
guessing,anger,,,,,extended_emolex
guesswork,anger,,,,,extended_emolex
guff,disgust,,,,,extended_emolex
guidance,trust,black,active,positive,weak,emolex
guide,trust,,active,positive,,emolex
guide_on,trust,,,,,extended_emolex
guidebook,trust,,,positive,,emolex
guided_missile_destroyer,anger,,,,,extended_emolex
guiding_light,joy,,,,,extended_emolex
guild,,purple,,,,colour
guile,anger,black,,negative,strong,emolex
guileful,anger,,,,,extended_emolex
guillotine,anger,red,,negative,,emolex
guilt,disgust,,passive,negative,strong,emolex
guilt_feelings,disgust,,,,,extended_emolex
guilt_trip,disgust,,,,,extended_emolex
guiltily,,,,negative,strong,opinion
guiltiness,disgust,,,,,extended_emolex
guiltless,trust,,,positive,strong,extended_emolex
guilty,anger,,passive,negative,weak,emolex
guilty_conscience,disgust,,,,,extended_emolex
guinea,anger,yellow,,,,extended_emolex
guinea_pig,fear,,,,,extended_emolex
guise,,,,negative,,emolex
guitar,,brown,,,,colour
gula,disgust,,,,,extended_emolex
gules,,red,,,,colour
gulf,sadness,blue,,,,extended_emolex
gull,anger,yellow,,negative,,emolex
gullet,disgust,,,,,extended_emolex
gullible,sadness,,,negative,strong,emolex
gully,,green,,,,colour
gulp,fear,yellow,,,,emolex
gulping,fear,,,,,extended_emolex
gum,,pink,,,,colour
gummy,disgust,pink,,,,extended_emolex
gumption,anger,,,positive,strong,extended_emolex
gun,anger,,,negative,,emolex
gun_for_hire,anger,,,,,extended_emolex
gun_muzzle,fear,,,,,extended_emolex
gunk,disgust,,,,,extended_emolex
gunman,anger,,,,,extended_emolex
gunpowder,fear,grey,,,,emolex
gunslinger,anger,,,,,extended_emolex
guru,trust,,,positive,,emolex
gush,disgust,,,negative,weak,emolex
gusset,trust,,,,,emolex
gusset_plate,trust,,,,,extended_emolex
gust,anger,white,,,,extended_emolex
gusto,anticipation,,,positive,strong,extended_emolex
gusty,,grey,,,,colour
gut,disgust,,,,,emolex
gutless,,,,negative,,opinion
guts,anger,purple,,positive,,emolex
gutsy,,,,positive,strong,opinion
gutter,disgust,brown,,negative,,emolex
guttle,disgust,,,,,extended_emolex
guy,anger,,,,,extended_emolex
guzzling,,,,negative,,emolex
gy,disgust,,,,,extended_emolex
gymnast,,,active,positive,,emolex
gymnastic,,orange,active,,,inquirer
gymnastic_horse,trust,,,,,extended_emolex
gymnastics,,blue,,,,colour
gynandromorph,surprise,,,,,extended_emolex
gynecology,,pink,,,,colour
gyp,anger,,,,,extended_emolex
gypsy,,,,negative,,emolex
gyration,anger,,,,,extended_emolex
h.m.s._bounty,anticipation,,,,,extended_emolex
habiliment,trust,,,,,extended_emolex
habit,anticipation,grey,passive,,,extended_emolex
habitat,,green,,positive,,emolex
habitation,,brown,,,,colour
habitual,anticipation,,passive,,,emolex
habituation,fear,,,,,extended_emolex
hacienda,,brown,,,,colour
hack,anger,,,negative,,extended_emolex
hackamore,anger,,,,,extended_emolex
hackneyed,anticipation,,,,,extended_emolex
hacks,,,,negative,,opinion
hades,anger,,,,,extended_emolex
haemorrhage,disgust,,,,,extended_emolex
haemorrhoid,disgust,,,,,extended_emolex
hag,disgust,black,,negative,,emolex
hagfish,disgust,,,,,extended_emolex
haggard,sadness,,,negative,strong,emolex
haggle,anger,,,negative,strong,extended_emolex
haggling,anger,,,,,extended_emolex
hail,trust,,,negative,strong,emolex
hair,,brown,,,,colour
haired,disgust,,,,,extended_emolex
hairloss,,,,negative,,opinion
hairy,disgust,brown,,negative,,emolex
hakenkreuz,anger,,,,,extended_emolex
halcyon,joy,,,positive,strong,extended_emolex
hale,anger,,,positive,strong,emolex
half-baked,anger,,,,,extended_emolex
half-crazed,anger,,,,,extended_emolex
half-wit,disgust,,,,,extended_emolex
halfhearted,,,,negative,strong,opinion
halfheartedly,,,,negative,strong,opinion
halfway,trust,,,negative,weak,emolex
hall,,brown,,,,colour
hallmark,trust,,,positive,,extended_emolex
hallmarks,,,,positive,,opinion
hallow,anticipation,,,,,extended_emolex
hallowed,,,,positive,strong,opinion
hallucinate,,,,negative,strong,opinion
hallucinating,sadness,,,,,extended_emolex
hallucination,fear,purple,,negative,strong,emolex
halo,anticipation,yellow,,,,extended_emolex
halt,fear,red,active,,weak,extended_emolex
halter,anger,brown,,negative,,emolex
haltere,anger,,,,,extended_emolex
halting,fear,,,negative,,emolex
ham,,pink,,,,colour
hammer,anger,brown,,,,extended_emolex
hammering,anger,,,,,extended_emolex
hammock,,white,,,,colour
hammond_organ,anticipation,,,,,extended_emolex
hamper,anger,brown,active,negative,strong,emolex
hampered,,,,negative,,opinion
hamstring,anger,,,negative,strong,emolex
hamstring_tendon,anger,,,,,extended_emolex
hamstrung,,,,negative,strong,mpqa
hand,anticipation,pink,active,positive,,extended_emolex
hand_brake,fear,,,,,extended_emolex
hand_clapping,joy,,,,,extended_emolex
hand_truck,trust,,,,,extended_emolex
handbill,anticipation,,,,,extended_emolex
handbook,trust,grey,,,,emolex
handicap,sadness,,,negative,,emolex
handicapped,fear,,,negative,weak,extended_emolex
handier,,,,positive,,opinion
handily,,,,positive,strong,opinion
handkerchief,,white,,,,colour
handle,anger,brown,active,,,extended_emolex
handler,trust,,,,,extended_emolex
handling,anger,,,,,extended_emolex
handmaid,trust,,,,,extended_emolex
handmaiden,trust,,,,,extended_emolex
hands,trust,,,,,extended_emolex
hands-down,,,,positive,,opinion
handsome,anticipation,purple,,positive,strong,extended_emolex
handsomely,,,,positive,,opinion
handy,,,,positive,strong,emolex
hang,anger,brown,passive,negative,,extended_emolex
hang-up,surprise,,,,,extended_emolex
hang_around,anticipation,,,,,extended_emolex
hang_up,anger,,,,,extended_emolex
hangdog,anger,,,,,extended_emolex
hanging,anger,,,negative,,emolex
hangman,fear,,,negative,,emolex
hangman's_halter,anger,,,,,extended_emolex
hangman's_rope,anger,,,,,extended_emolex
hangout,fear,brown,,,,extended_emolex
hangs,,,,negative,,opinion
hank,,brown,,,,colour
hanker,anticipation,,,positive,strong,extended_emolex
hankering,anticipation,,,,,emolex
hanky_panky,anger,,,,,extended_emolex
hansen's_disease,disgust,,,,,extended_emolex
hap,anticipation,green,,,,emolex
haphazard,disgust,,,negative,weak,extended_emolex
haphazardly,surprise,,,,,extended_emolex
hapless,anger,,passive,negative,strong,extended_emolex
happen,anticipation,grey,passive,,,emolex
happen_upon,anger,,,,,extended_emolex
happenstance,surprise,,,,,extended_emolex
happier,,,,positive,,opinion
happily,joy,yellow,,positive,strong,emolex
happiness,anticipation,,,positive,strong,emolex
happy,anticipation,yellow,,positive,strong,emolex
happy_chance,surprise,,,,,extended_emolex
harangue,,,,negative,strong,opinion
harass,anger,,active,negative,weak,emolex
harassed,,,,negative,,opinion
harasses,,,,negative,,opinion
harassing,anger,red,,,,emolex
harassment,anger,,,negative,strong,extended_emolex
harbinger,anger,,,negative,,emolex
harbor,trust,brown,,,,emolex
harboring,,,,negative,weak,opinion
harbors,,,,negative,weak,opinion
harbour,anticipation,,,,,extended_emolex
hard,anger,,active,negative,weak,extended_emolex
hard-boiled,anger,,,,,extended_emolex
hard-hit,,,,negative,weak,opinion
hard-line,,,,negative,strong,opinion
hard-liner,,,,negative,strong,opinion
hard-pressed,fear,,,,,extended_emolex
hard-working,,,,positive,weak,opinion
hard_cash,anger,,,,,extended_emolex
hard_currency,anger,,,,,extended_emolex
hard_drink,anger,,,,,extended_emolex
hard_knocks,anger,,,,,extended_emolex
