word,emotion,color,orientation,sentiment,subjectivity,source
bookworm,,,,negative,,emolex
boom,anger,,,positive,weak,extended_emolex
boomerang,anticipation,brown,,,,emolex
booming,anticipation,,,positive,weak,extended_emolex
boon,anticipation,,,positive,,emolex
boor,fear,,,,,extended_emolex
boost,anticipation,,active,positive,weak,extended_emolex
booster,anticipation,,,,,extended_emolex
boot,anger,,active,,,extended_emolex
boot_out,anger,,,,,extended_emolex
booth,disgust,,,,,extended_emolex
bootleg,anger,,,,,extended_emolex
bootless,sadness,,,,,extended_emolex
booty,anger,,,,,extended_emolex
booze,anger,,,negative,,emolex
boozer,disgust,,,,,extended_emolex
boozy,disgust,,,,,extended_emolex
bordello,disgust,,,,,extended_emolex
border,anticipation,,,,,extended_emolex
border_on,anticipation,,,,,extended_emolex
bore,anticipation,,active,negative,strong,emolex
bored,,,,negative,,opinion
boredom,sadness,grey,,negative,strong,emolex
borer,,brown,,,,colour
bores,,,,negative,,opinion
boring,sadness,grey,,negative,strong,emolex
born,,,passive,,,inquirer
borrow,,red,,,,colour
borrower,,,,negative,,emolex
bosh,anger,,,,,extended_emolex
bosom,anticipation,,,,,extended_emolex
bosomy,anticipation,,,,,extended_emolex
boss,,,active,,,inquirer
boss_around,anger,,,,,extended_emolex
botanical,,green,,,,colour
botanist,,green,,,,colour
botany,,green,,,,colour
botch,anger,,,negative,strong,extended_emolex
botch_up,anger,,,,,extended_emolex
botcher,anger,,,,,extended_emolex
bother,anger,,active,negative,strong,emolex
botheration,anger,,,,,extended_emolex
bothered,,,,negative,,opinion
bothering,anger,orange,,negative,,emolex
bothers,,,,negative,,opinion
bothersome,anger,,,negative,strong,extended_emolex
bottle,,white,,,,colour
bottle_up,anger,,,,,extended_emolex
bottom,sadness,,,negative,,emolex
bottom_of_the_inning,sadness,,,,,extended_emolex
bottomland,sadness,,,,,extended_emolex
bottomless,fear,black,,,,emolex
bought,,,active,,,inquirer
bounce,,,active,,,inquirer
bound,anger,,passive,negative,,emolex
boundary,,black,,,,colour
bounder,anger,,,,,extended_emolex
boundless,,white,,positive,strong,opinion
bounteous,anticipation,,,,,extended_emolex
bounteousness,anticipation,,,,,extended_emolex
bountiful,anticipation,,,positive,strong,emolex
bountifulness,anticipation,,,,,extended_emolex
bounty,anticipation,,,positive,,emolex
bouquet,joy,pink,,positive,,emolex
bourgeon,anger,,,,,extended_emolex
bout,anger,,active,negative,,emolex
bovid,disgust,,,,,extended_emolex
bovine,disgust,brown,,negative,,emolex
bow,anticipation,,passive,,,extended_emolex
bow_out,sadness,,,,,extended_emolex
bowdlerize,,,,negative,strong,opinion
bowed,,brown,,,,colour
bowel,disgust,,,,,extended_emolex
bowelless,anger,,,,,extended_emolex
bowels,disgust,brown,,,,emolex
bowl,,white,,,,colour
bowl_over,anger,,,,,extended_emolex
box,anger,blue,active,,,extended_emolex
boxer,,brown,active,,,inquirer
boxing,anger,red,,,,emolex
boy,disgust,blue,,negative,,emolex
boycott,,,active,negative,weak,emolex
boyfriend,trust,,,,,extended_emolex
boyhood,,blue,,,,colour
boyish,,blue,,,,colour
bozo,surprise,,,,,extended_emolex
brabble,anger,,,,,extended_emolex
brace,anticipation,brown,,,,extended_emolex
braces,,black,,,,colour
brackets,,black,,,,colour
brad,,grey,,,,colour
brag,,,active,negative,strong,emolex
braggart,,,,negative,strong,opinion
bragger,,,,negative,strong,opinion
braid,anger,brown,,,,extended_emolex
brain,,grey,,,,colour
brain-teaser,surprise,,,,,extended_emolex
brainchild,anticipation,,,,,extended_emolex
brainiest,,,,positive,,opinion
brainless,,,,negative,,opinion
brains,,,,positive,strong,emolex
brainsick,anger,,,,,extended_emolex
brainwash,,,,negative,strong,opinion
brainy,anticipation,,,positive,strong,extended_emolex
brake_shoe,anger,,,,,extended_emolex
bran,disgust,brown,,,,emolex
branch,anticipation,brown,active,,,extended_emolex
branch_line,fear,,,,,extended_emolex
brand,anger,,,,,extended_emolex
brand-new,,,,positive,,opinion
branding_iron,trust,,,,,extended_emolex
brandish,,,active,,,inquirer
brandy,,,,negative,,emolex
brash,,,,negative,strong,opinion
brashly,,,,negative,strong,opinion
brashness,anger,,,negative,strong,extended_emolex
brass,anticipation,,,,,extended_emolex
brassica_napus,anger,,,,,extended_emolex
brassy,anger,,,,,extended_emolex
brat,fear,,,negative,strong,extended_emolex
bravado,,,,negative,strong,emolex
brave,fear,,,positive,strong,extended_emolex
bravery,,,,positive,strong,emolex
bravo,anger,,,positive,,extended_emolex
brawl,anger,red,active,negative,,emolex
brawny,anger,,,,,extended_emolex
bray,anger,,,,,extended_emolex
brazen,anger,,,negative,strong,emolex
brazen-faced,anger,,,,,extended_emolex
brazenly,,,,negative,strong,opinion
brazenness,,,,negative,strong,opinion
breach,anger,,active,negative,weak,emolex
breadbasket,disgust,,,,,extended_emolex
breadwinner,,,,positive,,inquirer
break,surprise,,active,negative,weak,emolex
break-dance,anger,,,,,extended_emolex
break-point,,,,negative,strong,mpqa
break-up,,,,negative,,opinion
break-ups,,,,negative,,opinion
break_apart,fear,,,,,extended_emolex
break_away,anger,,,,,extended_emolex
break_dance,anger,,,,,extended_emolex
break_down,anger,,,,,extended_emolex
break_in,anger,,,,,extended_emolex
break_loose,anger,,,,,extended_emolex
break_of_day,anticipation,,,,,extended_emolex
break_of_serve,surprise,,,,,extended_emolex
break_of_the_day,anticipation,,,,,extended_emolex
break_off,anger,,,,,extended_emolex
break_one's_back,anger,,,,,extended_emolex
break_open,anger,,,,,extended_emolex
break_out,anger,,,,,extended_emolex
break_through,anger,,,,,extended_emolex
break_up,anger,,,,,extended_emolex
breakage,surprise,,,,,extended_emolex
breakaway,anger,,,,,extended_emolex
breakdown,,,passive,negative,weak,emolex
breaker,,blue,,,,colour
breakers,,blue,,,,colour
breakfast,,yellow,,positive,,emolex
breaking,surprise,,,negative,,extended_emolex
breakneck,,red,,negative,,emolex
breakout,surprise,,,,,extended_emolex
breaks,,,,negative,,opinion
breakthrough,,,,positive,weak,opinion
breakthroughs,,,,positive,weak,opinion
breakup,sadness,,,negative,,emolex
breakups,,,,negative,,opinion
breastfeed,trust,,,,,extended_emolex
breathe_in,anticipation,,,,,extended_emolex
breathe_out,sadness,,,,,extended_emolex
breathing_in,anticipation,,,,,extended_emolex
breathlessness,sadness,,,positive,strong,extended_emolex
breathtaking,,,,positive,strong,opinion
breathtakingly,,,,positive,strong,opinion
breeches,trust,,,,,extended_emolex
breed,trust,,active,,,extended_emolex
breeder,,red,,,,colour
breeding,anger,,,,,extended_emolex
breeze,anticipation,,,positive,,extended_emolex
breezy,,blue,,,,colour
brewing,,green,,,,colour
briary,fear,,,,,extended_emolex
bribable,anger,,,,,extended_emolex
bribe,anger,,,negative,,emolex
bribery,disgust,,,negative,,emolex
brick,,red,,,,colour
bridal,anticipation,white,,positive,,emolex
bride,anticipation,white,,positive,,emolex
bridegroom,anticipation,black,,positive,,emolex
bridesmaid,joy,,,positive,,emolex
bridget,anticipation,,,,,extended_emolex
bridle,,brown,,,,colour
briefly,anticipation,white,,,,extended_emolex
briery,fear,,,,,extended_emolex
brig,,grey,,,,colour
brigade,fear,blue,,negative,,emolex
brigham_young,anticipation,,,,,extended_emolex
bright,anticipation,,,positive,weak,extended_emolex
brighten,joy,yellow,,positive,weak,emolex
brighter,,,,positive,,opinion
brightest,,,,positive,,opinion
brightness,,,,positive,weak,emolex
brigid,anticipation,,,,,extended_emolex
brilliance,anger,,,positive,weak,extended_emolex
brilliances,,,,positive,,opinion
brilliancy,anticipation,,,,,extended_emolex
brilliant,anticipation,white,,positive,strong,emolex
brilliantly,,,,positive,strong,opinion
brim,,black,,,,colour
brimstone,anger,,,negative,strong,emolex
brine,,blue,,,,colour
bring,anger,,active,,,extended_emolex
bring_around,anticipation,,,,,extended_emolex
bring_down,anger,,,,,extended_emolex
bring_forth,anticipation,,,,,extended_emolex
bring_forward,anticipation,,,,,extended_emolex
bring_home_the_bacon,anticipation,,,,,extended_emolex
bring_in,anticipation,,,,,extended_emolex
bring_off,trust,,,,,extended_emolex
bring_out,anger,,,,,extended_emolex
bring_through,joy,,,,,extended_emolex
bring_up,anger,,,,,extended_emolex
bringing,anticipation,,,,,extended_emolex
bringing_up,anger,,,,,extended_emolex
brink,anticipation,,,,,extended_emolex
brisk,anger,,,positive,weak,extended_emolex
bristle,anger,,passive,negative,strong,emolex
bristled,fear,,,,,extended_emolex
bristly,fear,,,,,extended_emolex
british_labour_party,anticipation,,,,,extended_emolex
british_pound,anger,,,,,extended_emolex
british_pound_sterling,anger,,,,,extended_emolex
brittle,,,,negative,weak,opinion
broad,trust,,,positive,weak,extended_emolex
broad-based,,,,,weak,mpqa
broadcast,anticipation,,,,,extended_emolex
broadsheet,anticipation,,,,,extended_emolex
broadside,anticipation,,,negative,,emolex
brocade,,,,positive,,emolex
brochure,,white,,,,colour
broil,anger,red,,negative,,emolex
broiling,anger,,,,,extended_emolex
broke,fear,,active,negative,weak,emolex
broken,anger,black,,negative,,emolex
broken-down,disgust,,,,,extended_emolex
broken-hearted,,,,negative,strong,opinion
broken_in,anger,,,,,extended_emolex
brokenheartedness,sadness,,,,,extended_emolex
bromide,anticipation,,,,,extended_emolex
bromus_secalinus,anger,,,,,extended_emolex
bronx_cheer,anger,,,,,extended_emolex
bronze,,brown,,,,colour
brood,anticipation,,,negative,strong,extended_emolex
brooding,sadness,,,,,extended_emolex
broody,sadness,,,,,extended_emolex
brook,anger,blue,,positive,strong,extended_emolex
broom,,brown,,,,colour
broth,,yellow,,,,colour
brothel,disgust,red,,negative,,emolex
brother,trust,blue,,positive,,emolex
brotherhood,trust,,,positive,,emolex
brotherlike,anticipation,,,,,extended_emolex
brotherly,anticipation,,,positive,weak,emolex
brotherly_love,joy,,,,,extended_emolex
brow,,brown,,,,colour
browbeat,anger,,,negative,strong,extended_emolex
brown,,brown,,,,colour
brownie,anger,,,,,extended_emolex
browse,anticipation,,,,,extended_emolex
bruise,anticipation,purple,,negative,weak,emolex
bruised,,,,negative,,opinion
bruises,,,,negative,,opinion
bruising,,,,negative,,opinion
bruit,sadness,,,,,extended_emolex
brunette,,brown,,,,colour
brunt,anger,,,negative,,emolex
brush,anger,brown,,,,extended_emolex
brush_aside,disgust,,,,,extended_emolex
brush_off,disgust,,,,,extended_emolex
brush_wolf,fear,,,,,extended_emolex
brusque,,,,negative,strong,opinion
brutal,anger,,,negative,strong,emolex
brutalising,,,,negative,strong,opinion
brutalities,,,,negative,strong,opinion
brutality,anger,red,active,negative,strong,emolex
brutalize,,,,negative,strong,opinion
brutalizing,,,,negative,strong,opinion
brutally,,,,negative,strong,opinion
brute,anger,black,,negative,strong,emolex
brutish,anger,,,negative,strong,extended_emolex
bs,,,,negative,,opinion
bubbling,,blue,,,,colour
buccaneer,anger,,,,,extended_emolex
buck,fear,brown,,negative,,emolex
buckle,anger,,passive,negative,weak,extended_emolex
buckle_down,anger,,,,,extended_emolex
bud,,green,,,,colour
buddy,anticipation,,,positive,,emolex
budge,anger,,,,,extended_emolex
budget,trust,,,,,emolex
buff,anger,,,,,extended_emolex
buffalo,,brown,,,,colour
buffer,trust,,,,,extended_emolex
buffet,anger,,,negative,,emolex
buffoon,anticipation,,,,,extended_emolex
buffoonery,surprise,,,,,extended_emolex
buffoonish,surprise,,,,,extended_emolex
bug,disgust,black,,negative,weak,emolex
bug_out,anticipation,,,,,extended_emolex
bugaboo,anger,,,negative,,emolex
bugbear,anger,,,,,extended_emolex
bugging,,,,negative,,opinion
buggy,anger,,,negative,,extended_emolex
bugle,anticipation,yellow,,,,emolex
bugleweed,anticipation,,,,,extended_emolex
bugs,,,,negative,,opinion
build,anticipation,,active,positive,,emolex
build_up,anger,,,,,extended_emolex
building,,grey,,positive,,emolex
buildings,,grey,,,,colour
built-in,trust,,,,,extended_emolex
bulb,,yellow,,,,colour
bulbous,,blue,,negative,,emolex
bulge,anticipation,,,,,extended_emolex
bulge_out,anticipation,,,,,extended_emolex
bulk,joy,,,,,extended_emolex
bulk_large,anticipation,,,,,extended_emolex
bulkhead,,grey,,,,colour
bulkier,,,,negative,,opinion
bulkiness,,,,negative,,opinion
bulky,,,,negative,weak,opinion
bulkyness,,,,negative,,opinion
bull,anger,brown,,positive,weak,extended_emolex
bulla,disgust,,,,,extended_emolex
bulldog,,,,positive,,emolex
bullet,disgust,black,,,,extended_emolex
bulletproof,,grey,,positive,,emolex
bullies,,,,negative,strong,opinion
bullish,,,,positive,weak,opinion
bullock,,green,,,,colour
bullshit,anger,,,negative,,extended_emolex
bullshyt,,,,negative,,opinion
bully,anger,,,negative,strong,emolex
bullying,anger,,,negative,,extended_emolex
bullyingly,,,,negative,strong,opinion
bullyrag,anger,,,,,extended_emolex
bulwark,,grey,,,,colour
bum,disgust,brown,,negative,weak,emolex
bum_about,disgust,,,,,extended_emolex
bum_around,disgust,,,,,extended_emolex
bumble,anger,,,,,extended_emolex
bumbler,anger,,,,,extended_emolex
bummer,anger,,,negative,,emolex
bump,anger,brown,,negative,,extended_emolex
bump_around,fear,,,,,extended_emolex
bump_off,anger,,,,,extended_emolex
bumped,,,,negative,,opinion
bumping,,,,negative,,opinion
bumpping,,,,negative,,opinion
bumps,,,,negative,,opinion
bumpy,,,,negative,weak,opinion
bun,,brown,,,,colour
bunce,joy,,,,,extended_emolex
bunch,anger,,,,,extended_emolex
bunco,anger,,,,,extended_emolex
bunco_game,anger,,,,,extended_emolex
buncombe,disgust,,,,,extended_emolex
bundle,disgust,,,,,extended_emolex
bung,anger,,,,,extended_emolex
bunghole,anger,,,,,extended_emolex
bungle,anger,,,negative,strong,extended_emolex
bungler,anger,,,negative,strong,extended_emolex
bunglesome,disgust,,,,,extended_emolex
bungling,anger,,,negative,,extended_emolex
bunk,anger,,,negative,weak,extended_emolex
bunker,fear,brown,,,,emolex
bunko,anger,,,,,extended_emolex
bunko_game,anger,,,,,extended_emolex
bunkum,disgust,,,,,extended_emolex
buns,disgust,,,,,extended_emolex
buoy,,blue,,positive,,emolex
buoyant,,,,positive,weak,opinion
bur,,brown,,,,colour
burden,anger,brown,,negative,strong,extended_emolex
burdensome,fear,,,negative,strong,emolex
burdensomely,,,,negative,strong,opinion
bureau,trust,brown,,,,extended_emolex
bureaucracy,trust,,,negative,,emolex
bureaucrat,disgust,,,negative,,emolex
bureaucratism,trust,,,,,extended_emolex
burgeon_forth,anger,,,,,extended_emolex
burglar,disgust,black,,negative,,emolex
burglary,,,,negative,,emolex
burial,anger,black,,negative,,emolex
burial_ground,fear,,,,,extended_emolex
burial_mound,disgust,,,,,extended_emolex
burial_site,fear,,,,,extended_emolex
buried,fear,brown,,negative,,emolex
burk,anger,,,,,extended_emolex
burke,anger,black,,negative,,emolex
burlap,,brown,,,,colour
burlesque,surprise,,,,,emolex
burly,,brown,,,,colour
burn,anger,red,active,negative,strong,extended_emolex
burn_down,disgust,,,,,extended_emolex
burn_off,disgust,,,,,extended_emolex
burn_up,disgust,,,,,extended_emolex
burned,disgust,,,negative,,extended_emolex
burned-out,disgust,,,,,extended_emolex
burned-over,disgust,,,,,extended_emolex
burner,,red,,,,colour
burning,,red,,negative,,opinion
burnished,anticipation,brown,,,,extended_emolex
burns,,,,negative,,opinion
burnt,disgust,red,,negative,,emolex
burnt-out,disgust,,,,,extended_emolex
burnt_umber,anticipation,,,,,extended_emolex
burred,fear,,,,,extended_emolex
burry,fear,,,,,extended_emolex
bursary,trust,green,,,,emolex
burst,anger,,active,,,extended_emolex
burst_forth,anger,,,,,extended_emolex
burst_out,anger,,,,,extended_emolex
burthen,anticipation,,,,,extended_emolex
bury,sadness,grey,active,,,emolex
burying,anger,,,,,extended_emolex
burying_ground,fear,,,,,extended_emolex
bus,joy,yellow,,,,extended_emolex
bus_topology,joy,,,,,extended_emolex
busbar,joy,,,,,extended_emolex
bush,disgust,green,,,,extended_emolex
bushel,trust,brown,,,,extended_emolex
bushwhack,anger,,,,,extended_emolex
bushy,,brown,,,,colour
business,fear,,,,,extended_emolex
business_deal,anticipation,,,,,extended_emolex
business_line,fear,,,,,extended_emolex
business_relationship,trust,,,,,extended_emolex
buss,joy,,,positive,,emolex
bust,anger,,,negative,,extended_emolex
bust_up,anger,,,,,extended_emolex
busted,anger,,,negative,,emolex
buster,trust,,,,,extended_emolex
bustle,anger,,,,,extended_emolex
busts,,,,negative,,opinion
busty,anticipation,,,,,extended_emolex
busy,anticipation,,active,negative,weak,extended_emolex
busybody,,,,negative,strong,opinion
butch,anger,,,,,extended_emolex
butcher,anger,red,,negative,weak,emolex
butcherly,anger,,,,,extended_emolex
butchery,anger,,active,negative,strong,extended_emolex
butler,trust,grey,,positive,,emolex
butt,disgust,,,negative,,emolex
butter,,yellow,,,,colour
butterball,disgust,,,,,extended_emolex
butterfly,anticipation,,,,,extended_emolex
buttery,,yellow,,positive,,emolex
buttocks,disgust,,,,,extended_emolex
button,,white,,,,colour
buttress,,grey,,,,colour
buxom,anticipation,pink,,positive,,emolex
buy,anger,,active,positive,,extended_emolex
buy_at,anticipation,,,,,extended_emolex
buy_the_farm,anger,,,,,extended_emolex
buyer,,green,,,,colour
buzz,anticipation,yellow,,positive,,emolex
buzzed,,,,negative,,emolex
buzzing,,,,negative,,opinion
by-blow,anger,,,,,extended_emolex
by-line,joy,,,,,extended_emolex
by_all_odds,trust,,,,,extended_emolex
by_chance,surprise,,,,,extended_emolex
bye,anticipation,,,,,emolex
bye-bye,anticipation,,,,,extended_emolex
bygone,sadness,,,,,extended_emolex
bylaw,trust,,,,,emolex
bypast,sadness,,,,,extended_emolex
bystander,,grey,,,,colour
byte,,grey,,,,colour
byzantine,,,,negative,strong,opinion
ca-ca,anger,,,,,extended_emolex
